ID,Name,Cost,Type,Race,Rarity,Attack,Health,Tribe,Keywords,Card Text
"neutral_arena_champion","Arena Champion",4,"MINION","","COMMON",4,4,"","LETHAL","Draw a card"
"neutral_dusk_stalker","Dusk Stalker",4,"MINION","","COMMON",3,4,"","SWIFT, GUARDIAN, DEPLOY","Draw a card"
"neutral_cosmic_medic","Cosmic Medic",4,"MINION","","COMMON",3,5,"","DRAIN, DEPLOY","Restore 4 Health to your Hero"
"neutral_raging_elemental","Raging Elemental",4,"MINION","","COMMON",5,3,"ELEMENTAL","CLOAK, DEPLOY","Deal 2 damage to all enemies"
"neutral_terraformer","Terraformer",4,"MINION","","COMMON",2,6,"","BARRIER, DEPLOY","Gain 1 empty Crystal"
"neutral_bouncer_bot","Bouncer Bot",4,"MINION","","COMMON",3,5,"MECH","GUARDIAN, DEPLOY","Return an enemy minion to your opponent's hand"
"neutral_pack_leader","Pack Leader",4,"MINION","","COMMON",3,4,"BEAST","DEPLOY","Draw a card"
"neutral_void_moth","Void Moth",4,"MINION","","COMMON",4,4,"","BARRIER, BLITZ","Deal 2 damage to a random enemy"
"neutral_orbital_striker","Orbital Striker",4,"MINION","","COMMON",4,5,"","DRAIN, DEPLOY","Deal 2 damage to a random enemy"
"neutral_cosmic_enforcer_2","Cosmic Enforcer",5,"MINION","","COMMON",5,6,"","CLOAK","GUARDIAN"
"neutral_galactic_gladiator","Galactic Gladiator",5,"MINION","","COMMON",5,5,"","DOUBLE_STRIKE","Deal 5 damage to a random enemy"
"neutral_stardust_giant","Stardust Giant",5,"MINION","","COMMON",4,7,"ELEMENTAL","DEPLOY","Deal 5 damage to a random enemy"
"neutral_dragonhawk_rider","Dragonhawk Rider",5,"MINION","","COMMON",5,5,"","GUARDIAN, DEPLOY","Deal 2 damage to a random enemy"
"neutral_nebula_brute","Nebula Brute",5,"MINION","","COMMON",6,5,"","","."
"neutral_void_stalker_elite","Void Stalker Elite",5,"MINION","","COMMON",4,6,"","BLITZ","Deal 3 damage to a random enemy"
"neutral_siege_breaker","Siege Breaker",5,"MINION","","COMMON",5,6,"","DRAIN, DEPLOY","Deal 3 damage to a random enemy minion"
"neutral_starfire_elementalist","Starfire Elementalist",5,"MINION","","COMMON",4,5,"ELEMENTAL","CLOAK, DEPLOY","Deal 3 damage to all enemy minions"
"neutral_chrome_drake","Chrome Drake",5,"MINION","","COMMON",5,6,"MECH","DOUBLE_STRIKE","Deal 2 damage to a random enemy"
"neutral_primal_titan","Primal Titan",5,"MINION","","COMMON",5,6,"","DOUBLE_STRIKE, DEPLOY","Deal 2 damage to a random enemy"
"neutral_cosmic_surgeon","Cosmic Surgeon",5,"MINION","","COMMON",3,6,"","DRAIN, DEPLOY","Restore a friendly minion to full Health. Give it +2/+2"
"neutral_bombardment_drone","Bombardment Drone",5,"MINION","","COMMON",4,5,"MECH","DEPLOY","Deal 2 damage to a random enemy"
"neutral_thunder_lizard","Thunder Lizard",5,"MINION","","COMMON",4,6,"BEAST","BARRIER, DEPLOY","Deal 2 damage. If the target dies, gain +3/+3"
"neutral_astral_wanderer","Astral Wanderer",5,"MINION","","COMMON",3,7,"","CLOAK","DRAIN"
"neutral_cosmic_dreadnought","Cosmic Dreadnought",6,"MINION","","COMMON",6,7,"","","."
"neutral_galactic_warden","Galactic Warden",6,"MINION","","COMMON",5,8,"","BLITZ","Deal 3 damage to all enemy minions"
"neutral_supernova_elemental","Supernova Elemental",6,"MINION","","COMMON",6,6,"ELEMENTAL","CLOAK, DEPLOY","Deal 3 damage to all enemies"
"neutral_star_destroyer","Star Destroyer",6,"MINION","","COMMON",7,5,"","LETHAL","Deal 3 damage to a random enemy"
"neutral_void_horror","Void Horror",6,"MINION","","COMMON",5,6,"","SWIFT, DEPLOY","Deal 3 damage to a random enemy"
"neutral_arcane_colossus","Arcane Colossus",6,"MINION","","COMMON",4,8,"ELEMENTAL","SWIFT, DEPLOY","Gain +2/+2"
"neutral_chrome_hydra","Chrome Hydra",6,"MINION","","COMMON",5,6,"MECH","DOUBLE_STRIKE, DEPLOY","Deal 2 damage to 3 random enemies"
"neutral_forest_ancient","Forest Ancient",6,"MINION","","COMMON",4,9,"BEAST","DOUBLE_STRIKE, CLOAK","GUARDIAN."
"neutral_shadow_matriarch","Shadow Matriarch",6,"MINION","","COMMON",5,7,"","BLITZ, DEPLOY","Summon two 2/2 Shadow Spawn"
"neutral_starforged_knight","Starforged Knight",6,"MINION","","COMMON",6,6,"","GUARDIAN, BARRIER, DEPLOY","Deal 3 damage to a random enemy"
"neutral_gravity_well","Gravity Well",6,"MINION","","COMMON",3,7,"","CLOAK, DEPLOY","Deal 6 damage to a random enemy"
"neutral_abyssal_lurker","Abyssal Lurker",6,"MINION","","COMMON",6,6,"","CLOAK","DRAIN"
"neutral_cosmic_titan","Cosmic Titan",7,"MINION","","COMMON",7,8,"","","."
"neutral_war_golem","War Golem",7,"MINION","","COMMON",7,8,"","DOUBLE_STRIKE","Deal 3 damage to a random enemy"
"neutral_stellar_dragon","Stellar Dragon",7,"MINION","","COMMON",6,7,"BEAST","DRAIN, BARRIER, DEPLOY","Deal 3 damage to a random enemy"
"neutral_annihilator_mech","Annihilator Mech",7,"MINION","","COMMON",7,6,"MECH","SWIFT, DEPLOY","Deal 5 damage to an enemy minion"
"neutral_storm_giant","Storm Giant",7,"MINION","","COMMON",6,9,"ELEMENTAL","BARRIER, DEPLOY","Deal 3 damage to all enemies"
"neutral_cosmic_warlord","Cosmic Warlord",7,"MINION","","COMMON",6,7,"","BLITZ, DEPLOY","Give all friendly minions +2/+2"
"neutral_voidcaller","Voidcaller",7,"MINION","","COMMON",5,8,"","GUARDIAN, DEPLOY","Deal 3 damage to a random enemy"
"neutral_astral_behemoth","Astral Behemoth",7,"MINION","","COMMON",7,8,"","BLITZ","Deal 3 damage to a random enemy"
"neutral_ironclad_sentinel","Ironclad Sentinel",7,"MINION","","COMMON",5,10,"MECH","SWIFT, GUARDIAN, DEPLOY","Deal 3 damage to a random enemy"
"neutral_galactic_predator","Galactic Predator",7,"MINION","","COMMON",8,6,"BEAST","BARRIER, CLOAK, DEPLOY","Deal 3 damage to a random enemy"
"neutral_ancient_goliath","Ancient Goliath",8,"MINION","","COMMON",8,9,"","DRAIN","Draw 3 cards"
"neutral_cosmic_leviathan","Cosmic Leviathan",8,"MINION","","COMMON",8,9,"","BLITZ, DEPLOY","Draw 3 cards"
"neutral_star_colossus","Star Colossus",8,"MINION","","COMMON",7,10,"","SWIFT, DEPLOY","Deal 4 damage to a random enemy"
"neutral_void_mammoth","Void Mammoth",8,"MINION","","COMMON",8,8,"BEAST","GUARDIAN, CLOAK, DEPLOY","Deal 4 damage to a random enemy"
"neutral_mechanical_overlord","Mechanical Overlord",8,"MINION","","COMMON",7,8,"MECH","CLOAK, DEPLOY, BARRIER","Give all friendly Mechs +3/+3 and BARRIER"
"neutral_flame_titan","Flame Titan",8,"MINION","","COMMON",8,7,"ELEMENTAL","DOUBLE_STRIKE, GUARDIAN, DEPLOY","BLITZ. Deal 4 damage to all enemies"
"neutral_cosmic_destroyer","Cosmic Destroyer",9,"MINION","","COMMON",9,10,"","LETHAL, DEPLOY","Deal 4 damage to a random enemy"
"neutral_planet_eater","Planet Eater",9,"MINION","","COMMON",8,9,"","GUARDIAN, DEPLOY","Deal 8 damage to all enemy minions"
"neutral_arcane_overlord","Arcane Overlord",9,"MINION","","COMMON",7,10,"ELEMENTAL","GUARDIAN, DEPLOY","Deal 4 damage to a random enemy"
"neutral_titan_of_war","Titan of War",9,"MINION","","COMMON",9,8,"","DOUBLE_STRIKE, BARRIER, DEPLOY","Deal 4 damage to a random enemy"
"neutral_cosmic_wyrm","Cosmic Wyrm",10,"MINION","","COMMON",10,11,"","SWIFT, DOUBLE_STRIKE, DEPLOY","Deal 5 damage to a random enemy"
"neutral_ultramech","Ultramech",10,"MINION","","COMMON",10,9,"MECH","GUARDIAN, DOUBLE_STRIKE, DEPLOY","BLITZ. BARRIER. Deal 5 damage to all enemies"
"neutral_world_breaker","World Breaker",10,"MINION","","COMMON",8,9,"","LETHAL, DEPLOY","Destroy ALL enemy minions"
"neutral_sea_of_stars","Sea of Stars",10,"MINION","","COMMON",7,13,"ELEMENTAL","CLOAK, DEPLOY","Deal 5 damage to a random enemy"
"neutral_arena_scrapper","Arena Scrapper",2,"MINION","","COMMON",2,3,"","DEPLOY","Deal 1 damage to a minion"
"neutral_cosmic_cadet","Cosmic Cadet",1,"MINION","","COMMON",1,2,"","DEPLOY","Gain +1/+1 if your Hero is at full Health"
"neutral_trade_hauler","Trade Hauler",3,"MINION","","COMMON",2,5,"MECH","BLITZ, DEPLOY","Draw a card"
"neutral_mushroom_forager","Mushroom Forager",2,"MINION","","COMMON",2,4,"","BLITZ, DEPLOY","Restore 2 Health to your Hero"
"neutral_comet_rider","Comet Rider",4,"MINION","","COMMON",5,4,"","SWIFT","Deal 4 damage to a random enemy"
"neutral_void_screamer","Void Screamer",3,"MINION","","COMMON",4,3,"","DEPLOY","Deal 4 damage to a random enemy"
"neutral_ancient_watcher","Ancient Watcher",2,"MINION","","COMMON",4,6,"","DEPLOY","Deal 1 damage to a random enemy"
"neutral_galactic_merchant","Galactic Merchant",4,"MINION","","COMMON",3,5,"","BARRIER, DEPLOY","Draw a card"
"neutral_salvage_hulk","Salvage Hulk",5,"MINION","","COMMON",4,6,"MECH","BARRIER","GUARDIAN"
"neutral_cosmic_healer","Cosmic Healer",3,"MINION","","COMMON",2,5,"","BLITZ, DEPLOY","Restore 3 Health to all friendly characters"
"neutral_phase_spider","Phase Spider",4,"MINION","","COMMON",4,4,"BEAST","BLITZ","SWIFT."
"neutral_starbound_sentinel","Starbound Sentinel",6,"MINION","","COMMON",5,7,"","DOUBLE_STRIKE, DEPLOY, BARRIER","Give a friendly minion BARRIER and +2/+2"
"neutral_coin_of_fortune","Coin of Fortune",0,"SPELL","","COMMON",,,"","","Gain 1 Crystal this turn only"
"neutral_inner_strength","Inner Strength",0,"SPELL","","COMMON",1,1,"","","Give a minion +1/+1"
"neutral_spark","Spark",0,"SPELL","","COMMON",,,"","","Deal 1 damage"
"neutral_quick_peek","Quick Peek",0,"SPELL","","COMMON",,,"","","Draw a card if the top card costs (2) or less"
"neutral_void_bolt","Void Bolt",1,"SPELL","","COMMON",,,"","","Deal 2 damage"
"neutral_cosmic_shield","Cosmic Shield",1,"SPELL","","COMMON",,,"","BARRIER","Give a minion BARRIER"
"neutral_emergency_heal","Emergency Heal",1,"SPELL","","COMMON",,,"","","Restore 4 Health to your Hero"
"neutral_tactical_retreat","Tactical Retreat",1,"SPELL","","COMMON",,,"","","Return a friendly minion to your hand. Draw a card"
"neutral_galactic_flare","Galactic Flare",1,"SPELL","","COMMON",,,"","","Deal 1 damage to all enemy minions"
"neutral_star_shard","Star Shard",1,"SPELL","","COMMON",,,"","","Deal 3 damage to a minion"
"neutral_starfire_bolt","Starfire Bolt",2,"SPELL","","COMMON",,,"","","Deal 3 damage"
"neutral_fortify","Fortify",2,"SPELL","","COMMON",2,4,"","","Give a minion +2/+4"
"neutral_scavenge","Scavenge",2,"SPELL","","COMMON",,,"","","Draw 2 cards"
"neutral_stasis_field","Stasis Field",2,"SPELL","","COMMON",,,"","","Freeze an enemy minion. Draw a card"
"neutral_cosmic_dust","Cosmic Dust",2,"SPELL","","COMMON",,,"","","Deal 1 damage to all enemies"
"neutral_power_surge","Power Surge",2,"SPELL","","COMMON",3,0,"","","Give a minion +3 Attack this turn"
"neutral_void_lance","Void Lance",3,"SPELL","","COMMON",,,"","","Deal 4 damage"
"neutral_cosmic_renewal","Cosmic Renewal",3,"SPELL","","COMMON",,,"","","Restore 8 Health to your Hero"
"neutral_mass_shield","Mass Shield",3,"SPELL","","COMMON",0,2,"","","Give all friendly minions +0/+2"
"neutral_mind_control_shot","Mind Control Shot",3,"SPELL","","COMMON",,,"","","Deal 3 damage to a minion. If it survives, freeze it for 2 turns"
"neutral_salvage_run","Salvage Run",3,"SPELL","","COMMON",,,"","","Draw 3 cards. Discard 1"
"neutral_star_shatter","Star Shatter",3,"SPELL","","COMMON",,,"","","Destroy a minion with 3 or less Attack"
"neutral_plasma_cannon","Plasma Cannon",4,"SPELL","","COMMON",,,"","","Deal 5 damage"
"neutral_board_sweep","Board Sweep",4,"SPELL","","COMMON",,,"","","Deal 2 damage to all minions"
"neutral_cosmic_infusion","Cosmic Infusion",4,"SPELL","","COMMON",4,4,"","GUARDIAN","Give a minion +4/+4 and GUARDIAN"
"neutral_supernova_burst","Supernova Burst",4,"SPELL","","COMMON",,,"","","Deal 3 damage to all enemy minions"
"neutral_supply_drop","Supply Drop",4,"SPELL","","COMMON",,,"","","Draw 3 cards"
"neutral_exile","Exile",4,"SPELL","","COMMON",,,"","CLOAK","an enemy minion"
"neutral_meteor_strike","Meteor Strike",5,"SPELL","","COMMON",,,"","","Deal 7 damage to a minion"
"neutral_mass_resurrection","Mass Resurrection",5,"SPELL","","COMMON",,,"","","Summon 2 random friendly minions that died this game"
"neutral_cosmic_storm","Cosmic Storm",5,"SPELL","","COMMON",,,"","","Deal 3 damage to all enemies. Draw a card"
"neutral_warp_strike","Warp Strike",5,"SPELL","","COMMON",,,"","","Deal 5 damage to 2 random enemy minions"
"neutral_annihilation_beam","Annihilation Beam",6,"SPELL","","COMMON",,,"","","Deal 8 damage"
"neutral_cosmic_wrath","Cosmic Wrath",6,"SPELL","","COMMON",,,"","","Deal 4 damage to all enemies"
"neutral_soul_harvest","Soul Harvest",6,"SPELL","","COMMON",,,"","","Destroy all damaged minions. Draw a card for each"
"neutral_gravitational_collapse","Gravitational Collapse",7,"SPELL","","COMMON",,,"","","Destroy all minions"
"neutral_stellar_bombardment","Stellar Bombardment",7,"SPELL","","COMMON",,,"","","Deal 5 damage to all enemies. Deal 2 damage to all friendly minions"
"neutral_galaxy_collapse","Galaxy Collapse",8,"SPELL","","COMMON",,,"","","Destroy all minions. Deal 5 damage to both Heroes"
"neutral_star_forge_blast","Star Forge Blast",9,"SPELL","","COMMON",,,"","","Deal 10 damage. Draw 2 cards"
"neutral_final_nova","Final Nova",10,"SPELL","","COMMON",,,"","","Deal 10 damage to all enemies. Restore 10 Health to your Hero"
"neutral_void_rat","Void Rat",1,"MINION","","RARE",1,2,"BEAST","DRAIN, DEPLOY","Deal 1 damage to a random enemy"
"neutral_clockwork_prodigy","Clockwork Prodigy",1,"MINION","","RARE",1,3,"MECH","DEPLOY","Gains +1/+1 for each Mech you play this game"
"neutral_star_channeler","Star Channeler",1,"MINION","","RARE",0,4,"","DEPLOY","Deal 1 damage to a random enemy"
"neutral_phase_imp","Phase Imp",1,"MINION","","RARE",1,2,"","DOUBLE_STRIKE, BLITZ, DEPLOY","Deal 1 damage"
"neutral_cosmic_inventor","Cosmic Inventor",2,"MINION","","RARE",2,4,"","BLITZ, DEPLOY","Deal 2 damage to a random enemy"
"neutral_bloodfang_hunter","Bloodfang Hunter",2,"MINION","","RARE",3,3,"BEAST","BARRIER","Draw a card"
"neutral_mirror_entity","Mirror Entity",2,"MINION","","RARE",1,2,"","BARRIER, DEPLOY","Draw a card"
"neutral_mana_thief","Mana Thief",2,"MINION","","RARE",2,3,"","SWIFT, DEPLOY","Deal 1 damage to a random enemy"
"neutral_shielded_construct","Shielded Construct",2,"MINION","","RARE",2,4,"MECH","GUARDIAN, CLOAK, DEPLOY","Deal 1 damage to a random enemy"
"neutral_echo_wisp","Echo Wisp",2,"MINION","","RARE",2,2,"ELEMENTAL","BLITZ, LETHAL, DEPLOY","Deal 1 damage to all enemies"
"neutral_cosmic_curator","Cosmic Curator",3,"MINION","","RARE",2,5,"","DOUBLE_STRIKE, DEPLOY","Draw a Mech, a Beast, and an Elemental from your deck"
"neutral_starweaver","Starweaver",3,"MINION","","RARE",3,4,"","LETHAL, DEPLOY","Draw a card"
"neutral_ironjaw_enforcer","Ironjaw Enforcer",3,"MINION","","RARE",3,5,"","DOUBLE_STRIKE, DEPLOY","Draw a card"
"neutral_spell_eater","Spell Eater",3,"MINION","","RARE",3,4,"","DEPLOY","Gains +2/+2 whenever your opponent casts a spell"
"neutral_shadow_dancer","Shadow Dancer",3,"MINION","","RARE",3,3,"","CLOAK, DOUBLE_STRIKE, DEPLOY","Draw a card"
"neutral_graveyard_tender","Graveyard Tender",3,"MINION","","RARE",2,5,"","DEPLOY","Deal 3 damage to a random enemy"
"neutral_mutagenic_slime","Mutagenic Slime",3,"MINION","","RARE",2,3,"","LETHAL, SWIFT, DEPLOY","Draw a card"
"neutral_cosmic_informant","Cosmic Informant",3,"MINION","","RARE",3,4,"","SWIFT, DEPLOY","Draw a card"
"neutral_war_machine_mk_ii","War Machine Mk II",4,"MINION","","RARE",4,5,"MECH","DRAIN, CLOAK, DEPLOY","SWIFT. Deal 2 damage"
"neutral_eldritch_horror","Eldritch Horror",4,"MINION","","RARE",4,5,"","DEPLOY","Deal 6 damage to a random enemy"
"neutral_phoenix_hatchling","Phoenix Hatchling",4,"MINION","","RARE",3,4,"ELEMENTAL","SWIFT, DEPLOY","BARRIER. Return this to your hand"
"neutral_cosmic_tinkerer","Cosmic Tinkerer",4,"MINION","","RARE",3,5,"","GUARDIAN, DEPLOY","Deal 4 damage to a random enemy"
"neutral_abyssal_hunter","Abyssal Hunter",4,"MINION","","RARE",5,4,"","SWIFT, GUARDIAN, DEPLOY","Draw a card"
"neutral_mystic_sage","Mystic Sage",4,"MINION","","RARE",3,6,"","DRAIN, DEPLOY","Draw a card"
"neutral_starborne_sentinel","Starborne Sentinel",4,"MINION","","RARE",4,6,"","DRAIN","BARRIER"
"neutral_swarm_commander","Swarm Commander",4,"MINION","","RARE",3,4,"","DRAIN, DEPLOY","Summon three 1/1 Recruits"
"neutral_cosmic_executioner","Cosmic Executioner",5,"MINION","","RARE",5,6,"","BLITZ, DEPLOY","Destroy a minion with 3 or less Attack"
"neutral_starfire_drake","Starfire Drake",5,"MINION","","RARE",5,5,"BEAST","CLOAK, BARRIER, DEPLOY","Deal 2 damage to a random enemy"
"neutral_arcane_golem","Arcane Golem",5,"MINION","","RARE",4,7,"MECH","GUARDIAN, DEPLOY","Gain +2/+2"
"neutral_soul_reaper","Soul Reaper",5,"MINION","","RARE",5,5,"","DEPLOY","Whenever a minion dies, gain +1/+1"
"neutral_starweave_guardian","Starweave Guardian",5,"MINION","","RARE",3,8,"","GUARDIAN, DRAIN, DEPLOY","Deal 2 damage to a random enemy"
"neutral_cosmic_berserker","Cosmic Berserker",5,"MINION","","RARE",6,5,"","LETHAL, DEPLOY","Deal 2 damage to a random enemy"
"neutral_echo_knight","Echo Knight",5,"MINION","","RARE",4,5,"","CLOAK, SWIFT","SWIFT"
"neutral_cosmic_juggler","Cosmic Juggler",5,"MINION","","RARE",4,6,"","GUARDIAN, DEPLOY","Return 2 random enemy minions to their owner's hand"
"neutral_starforge_sentinel","Starforge Sentinel",6,"MINION","","RARE",5,7,"","GUARDIAN, DOUBLE_STRIKE, DEPLOY","Deal 3 damage to a random enemy"
"neutral_void_dragon","Void Dragon",6,"MINION","","RARE",6,6,"BEAST","GUARDIAN, DEPLOY","Deal 3 damage to a random enemy"
"neutral_mech_overlord","Mech Overlord",6,"MINION","","RARE",5,7,"MECH","DEPLOY","Your other Mechs have +2/+2"
"neutral_temporal_devourer","Temporal Devourer",6,"MINION","","RARE",6,7,"","DRAIN, DEPLOY","Return an enemy minion to their hand. It costs (3) more"
"neutral_cosmic_summoner","Cosmic Summoner",6,"MINION","","RARE",4,6,"","SWIFT, DEPLOY","Deal 6 damage to a random enemy"
"neutral_storm_caller","Storm Caller",6,"MINION","","RARE",5,6,"ELEMENTAL","DRAIN, DEPLOY","Deal 3 damage to 2 random enemies"
"neutral_void_champion","Void Champion",6,"MINION","","RARE",6,7,"","DRAIN, DEPLOY","Deal 3 damage to a random enemy"
"neutral_phoenix_risen","Phoenix Risen",6,"MINION","","RARE",5,6,"ELEMENTAL","LETHAL, DEPLOY","BARRIER. Return to your hand. Costs (2) more"
"neutral_cosmic_warbringer","Cosmic Warbringer",7,"MINION","","RARE",7,7,"","DRAIN, BARRIER, DEPLOY, SWIFT","SWIFT. Give all friendly minions +1/+1"
"neutral_starborn_hydra","Starborn Hydra",7,"MINION","","RARE",5,6,"BEAST","DEPLOY","Whenever this takes damage, summon a 3/3 Hydra Head"
"neutral_void_colossus","Void Colossus",7,"MINION","","RARE",7,9,"","GUARDIAN, DEPLOY","Destroy an enemy minion. Its controller draws 2 cards"
"neutral_mech_assembler_prime","Mech Assembler Prime",7,"MINION","","RARE",5,8,"MECH","DRAIN, DEPLOY","Deal 3 damage to a random enemy"
"neutral_ancient_wyrm","Ancient Wyrm",7,"MINION","","RARE",6,9,"BEAST","DRAIN, BARRIER","Deal 3 damage to a random enemy"
"neutral_galactic_judge","Galactic Judge",7,"MINION","","RARE",6,7,"","DOUBLE_STRIKE, DEPLOY","Deal 3 damage to a random enemy"
"neutral_echo_tyrant","Echo Tyrant",7,"MINION","","RARE",6,7,"","BLITZ","Deal 3 damage to a random enemy"
"neutral_resurrection_engine","Resurrection Engine",7,"MINION","","RARE",4,9,"MECH","DEPLOY","Deal 3 damage to a random enemy"
"neutral_cosmic_devourer","Cosmic Devourer",8,"MINION","","RARE",8,9,"","DRAIN, DEPLOY","Destroy all enemy minions with less Attack than this"
"neutral_star_titan","Star Titan",8,"MINION","","RARE",7,10,"","BARRIER, CLOAK, LETHAL, DEPLOY","Deal 4 damage to a random enemy"
"neutral_abyssal_leviathan","Abyssal Leviathan",8,"MINION","","RARE",8,7,"BEAST","LETHAL, CLOAK, DEPLOY","Deal 4 damage to a random enemy"
"neutral_omega_construct","Omega Construct",8,"MINION","","RARE",6,11,"MECH","LETHAL, DEPLOY","GUARDIAN. Summon two 4/4 Mechs with BARRIER"
"neutral_cosmic_hydra","Cosmic Hydra",9,"MINION","","RARE",8,9,"BEAST","SWIFT, DOUBLE_STRIKE, CLOAK, DEPLOY","Deal 4 damage to a random enemy"
"neutral_stellar_annihilator","Stellar Annihilator",9,"MINION","","RARE",9,8,"","BLITZ, CLOAK, DEPLOY","SWIFT. Deal 5 damage to all enemy minions"
"neutral_void_titan","Void Titan",9,"MINION","","RARE",7,11,"","BLITZ, LETHAL, DEPLOY","Deal 4 damage to a random enemy"
"neutral_cosmic_overlord","Cosmic Overlord",10,"MINION","","RARE",10,11,"","BLITZ, DEPLOY","ALL friendly minions gain +3/+3, BARRIER, and SWIFT"
"neutral_chrono_dragon","Chrono Dragon",10,"MINION","","RARE",8,9,"BEAST","GUARDIAN, DRAIN","Deal 5 damage"
"neutral_galaxy_eater","Galaxy Eater",10,"MINION","","RARE",10,11,"","DOUBLE_STRIKE, DEPLOY","Destroy ALL other minions. Deal 5 damage to both Heroes"
"neutral_precision_strike","Precision Strike",2,"SPELL","","RARE",,,"","","Deal 3 damage to a minion. If it dies, draw 2 cards"
"neutral_temporal_shift","Temporal Shift",2,"SPELL","","RARE",,,"","","Return all minions that cost (3) or less to their owners' hands"
"neutral_star_cannon","Star Cannon",3,"SPELL","","RARE",,,"","","Deal 5 damage. Costs (1) less for each card you drew this turn"
"neutral_shadow_strike","Shadow Strike",3,"SPELL","","RARE",,,"","","Deal 5 damage to an undamaged minion"
"neutral_mass_barrier","Mass Barrier",4,"SPELL","","RARE",,,"","BARRIER","Give all friendly minions BARRIER"
"neutral_mind_games","Mind Games",4,"SPELL","","RARE",,,"","","Copy a random minion from your opponent's deck and summon it"
"neutral_starforged_armor","Starforged Armor",3,"SPELL","","RARE",2,4,"","GUARDIAN","Give a minion +2/+4, BARRIER, and GUARDIAN"
"neutral_cosmic_betrayal","Cosmic Betrayal",5,"SPELL","","RARE",,,"","","Take control of an enemy minion with 3 or less Attack"
"neutral_echo_blast","Echo Blast",4,"SPELL","","RARE",,,"","SWIFT","Deal 4 damage"
"neutral_void_singularity","Void Singularity",5,"SPELL","","RARE",,,"","SWIFT","all enemy minions with 2 or less Attack"
"neutral_star_barrage","Star Barrage",5,"SPELL","","RARE",,,"","","Deal 10 damage randomly split among all enemies"
"neutral_cosmic_rebirth","Cosmic Rebirth",5,"SPELL","","RARE",3,3,"","","Summon a random Legendary minion that died this game. Give it +3/+3"
"neutral_dimensional_swap","Dimensional Swap",3,"SPELL","","RARE",,,"","","Swap a friendly minion with an enemy minion"
"neutral_gravitational_pull","Gravitational Pull",6,"SPELL","","RARE",,,"","","Take control of an enemy minion. It gains GUARDIAN"
"neutral_mass_adapt","Mass Adapt",6,"SPELL","","RARE",,,"","","Give all friendly minions"
"neutral_void_rift","Void Rift",6,"SPELL","","RARE",,,"","","an enemy minion and a random card from their hand"
"neutral_cosmic_implosion","Cosmic Implosion",7,"SPELL","","RARE",,,"","","Destroy all minions. Summon a 1/1 Remnant for each destroyed"
"neutral_star_nova","Star Nova",7,"SPELL","","RARE",,,"","","Deal 6 damage to all enemies. Your Hero takes 3 damage"
"neutral_time_freeze","Time Freeze",8,"SPELL","","RARE",,,"","","Freeze all enemy minions for 2 turns. Draw 3 cards"
"neutral_genesis","Genesis",8,"SPELL","","RARE",,,"","","Deal 5 damage to all enemy minions"
"neutral_the_void_tyrant","THE VOID TYRANT",5,"MINION","","EPIC",5,5,"","DEPLOY","Deal 2 damage to a random enemy"
"neutral_cosmic_shapeshifter","Cosmic Shapeshifter",5,"MINION","","EPIC",4,5,"","GUARDIAN, DEPLOY","Transform into a copy of any minion on the board. Gain +2/+2"
"neutral_starborn_phoenix","Starborn Phoenix",6,"MINION","","EPIC",5,6,"ELEMENTAL","DOUBLE_STRIKE, DEPLOY","BARRIER. Resummon this with +2/+2 and BARRIER. (Once.)"
"neutral_reality_shaper","Reality Shaper",6,"MINION","","EPIC",4,7,"","GUARDIAN, DEPLOY","Deal 6 damage to a random enemy"
"neutral_void_amalgam","Void Amalgam",7,"MINION","","EPIC",6,7,"","DEPLOY","Deal 3 damage to a random enemy"
"neutral_infinite_watcher","Infinite Watcher",7,"MINION","","EPIC",5,9,"","DEPLOY","Whenever you draw a card, deal 2 damage to a random enemy"
"neutral_galactic_arbiter","Galactic Arbiter",8,"MINION","","EPIC",7,8,"","DRAIN, DEPLOY","Deal 8 damage to a random enemy"
"neutral_mech_overlord_prime","Mech Overlord Prime",8,"MINION","","EPIC",6,9,"MECH","BARRIER, DEPLOY","Deal 4 damage to a random enemy"
"neutral_beast_primarch","Beast Primarch",8,"MINION","","EPIC",7,8,"BEAST","SWIFT, DEPLOY","Give all Beasts in your hand and deck +3/+3"
"neutral_elemental_lord","Elemental Lord",8,"MINION","","EPIC",6,9,"ELEMENTAL","DRAIN, DEPLOY","Deal 4 damage to a random enemy"
"neutral_shadow_sovereign","Shadow Sovereign",9,"MINION","","EPIC",8,9,"","BARRIER, BLITZ, DEPLOY, CLOAK","CLOAK. Give all friendly minions CLOAK"
"neutral_cosmic_reclaimer","Cosmic Reclaimer",9,"MINION","","EPIC",7,8,"","BARRIER, DEPLOY","Deal 4 damage to a random enemy"
"neutral_quantum_devourer","Quantum Devourer",9,"MINION","","EPIC",8,9,"","BARRIER, CLOAK, DEPLOY","DRAIN. Gains +2/+2 whenever it attacks"
"neutral_entropy_titan","Entropy Titan",10,"MINION","","EPIC",10,11,"","BARRIER, DEPLOY","Destroy all other minions. Gain +1/+1 for each destroyed"
"neutral_dimensional_anchor","Dimensional Anchor",8,"MINION","","EPIC",5,11,"","CLOAK, DEPLOY","Deal 8 damage to a random enemy"
"neutral_world_tree","World Tree",10,"MINION","","EPIC",5,16,"BEAST","BLITZ, DEPLOY","Deal 5 damage to a random enemy"
"neutral_cosmic_convergence","Cosmic Convergence",6,"SPELL","","EPIC",,,"","","Discover a card from each of 3 random races. They cost (2) less"
